conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description,code,courseTopicSimilarity
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/adcca622-b933-4ba3-bc43-bf371879edc3,knowledge,sector-specific,data security principles,"data security methods
information security principles",,released,2023-11-29T16:32:32.719Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The principles of information and data security. They include, among others, confidentiality, integrity, and availability.",0612,0.47313952
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/af313ba1-a39e-49ac-99ec-94630fbe4f7f,skill/competence,sector-specific,develop code exploits,develop software exploits,,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Create and test software exploits in a controlled environment to uncover and check system bugs or vulnerabilities.,S5.1.0,0.5642179
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/afda6ca0-7aa8-41ef-ba5e-8dc607839daf,knowledge,cross-sector,computer graphics,"vector graphics
interactive computer graphics","Blender
Autodesk Maya
3ds Max
ANSYS",released,2023-11-29T16:25:50.391Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The field that merges approaches from computer science and design. It involves the process of creating images, 3D models generation, as well as the rendering, texturing and lighting them. Its applications vary from digital photography, film and video games, and the display of images on electronic devices.",068,0.6856382
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b080a008-a35d-4bd0-92e9-edf3773bb2b7,skill/competence,transversal,use communication and collaboration software,"communicate in digital environments
interact through ICT
use e-mail software and services
communicate on-line
communicate online",,released,2022-07-05T14:33:28.658Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Use simple digital tools and technologies for communicating, interacting and collaborating with others.",T1.3,0.5096408
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b0a3bb25-a02f-43ed-ab1f-994fa66a424a,knowledge,sector-specific,online analytical processing,"OLAP databases
Cube databases
OLAP",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The online tools which analyse, aggregate and present multi-dimensional data enabling users to interactively and selectively extract and view data from specific points of view.",0612,0.4518543
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b105ec9b-0857-41d6-8d07-a83e58b73d90,knowledge,sector-specific,ICT system programming,"network programming
server side programming",,released,2025-04-16T11:51:55.651Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The methods and tools required to develop system software, specifications of system architectures and interfacing techniques between network and system modules and components.",0613,0.5468506
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b1272de4-1f5f-408b-8b26-061f2550fc72,knowledge,sector-specific,e-commerce systems,"e-commerce system
e-commercial systems
e commerce organisation
e commerce structure
e-commerce scheme
e-commerce arrangement
e-commercial system",Shopify,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Basic digital architecture and commercial transactions for trading products or services conducted via Internet, e-mail, mobile devices, social media, etc.",0611,0.45046318
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b21e2984-c6b2-4352-bbe8-8f3b03bd50f6,knowledge,cross-sector,medical informatics,"medical-informatics
medical data informatics
informatics for medicine",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The processes and tools used for the analysis and dissemination of medical data through computerized systems.,0914,0.4558059
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b2235ce8-d0f0-4954-9b60-e2c1aeeadab5,skill/competence,sector-specific,assess project resource needs,"assess project needs and resources
assess resource needs of project
examine project requirements and resources
evaluate project resources",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Test ideas and purposes of the program against available financial and human resources to work out if the idea is realistic. Take an active role in creating work situations and ensure that the available skills match with the needs of the end user/participant.,S2.6.3,0.45936394
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b2f9eb81-eda4-49a9-8453-3ba345da2d98,skill/competence,sector-specific,convert into animated object,"convert objects using animation
convert animated objects
convert objects into animation
convert objects",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Convert real objects into visual animation elements, using animation techniques such as optical scanning.",S1.12.1,0.47490448
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1,skill/competence,cross-sector,use CAD software,"adopt CAD software
operate CAD software
apply CAD software
use of CAD software
handle CAD software
using CAD software
CAD software use",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Use computer-aided design (CAD) systems to assist in the creation, modification, analysis, or optimisation of a design.",S5.6.3,0.48436365
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b5c7e0dc-dda3-4790-a7d1-d6d8023b3089,knowledge,sector-specific,database quality standards,"databases quality standards
evaluation of database quality
database quality evaluation
database quality standard
quality standards for databases
quality standard for databases
databases quality evaluation",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Techniques and methods of estimation and evaluation of system quality and overall database quality, as well as the set quality standards and regulations.",0612,0.50153965
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b633eb55-8f1f-4ae6-ab4c-2022ffe2cb7f,knowledge,sector-specific,C++,"C++ software
C++ framework",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in C++.",0613,0.5646378
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b63ba4e4-ebf4-4e17-b0d6-662244022a4f,skill/competence,sector-specific,provide guidelines for content development,provide guidelines and standards for content development,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Develop standards and structures for content development such as formats, styles, layout, structures, content types, terminology, XML and DITA. Implement them in document type definitions and apply them during work process and evaluate results in light of established standards.",S4.1.3,0.45515877
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b6d14ab8-3441-4cbe-8a0e-5b4f7f994730,skill/competence,cross-sector,develop digital educational materials,"develop instructional material for educators
develop instructional material
develop educational materials
develop educational resources
develop digitized educational materials
develop instructional material for education",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Create resources and instructional materials (e-learning, educational video and audio material, educational prezi) using digital technologies to transfer insight and awareness in order to improve learners’ expertise.",S1.12.2,0.49891278
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b78f324d-e16c-43f8-97d2-50d3a7cd1fb3,skill/competence,cross-sector,work with virtual learning environments,"working with virtual learning environments
use virtual learning environments
works with virtual learning environments
engage with virtual learning environments
employ virtual learning environments
work with virtual learning environment",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Incorporate the use of online learning environments and platforms into the process of instruction.,T3.4,0.47271568
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b820c9de-4d00-4e79-9af9-33f26044ff42,skill/competence,sector-specific,teach computer science,"teaching computer science
teaches computer science
explain computer science
provide instruction on computer science
educate on computer science",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Instruct students in the theory and practice of computer science, more specifically in the development of software systems, programming languages, artificial intelligence, and software security.",S1.3.1,0.5841358
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b895feef-e869-48ac-a853-6c31a636721f,skill/competence,transversal,understand spoken Javanese,"make sense of spoken Javanese
understand Javanese speech
listen to Javanese
interpret spoken Javanese
comprehend spoken cara jawa
comprehend spoken basa jawa
comprehend spoken Javanese",,released,2025-01-27T15:04:34.52Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups",Comprehend orally expressed Javanese.,T1.1,0.15838617
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b8df1689-6763-437d-bfca-fe03d43f36c3,knowledge,occupation-specific,Computer Assisted Language Learning,CALL,,released,2023-11-29T16:27:34.988Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","A language teaching and learning approach in which information technologies as well as computer-based resources are used to reinforce, present, make interactive and assess second or foreign languages to be learned.",0113,0.4696183
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b8eb2517-37d8-43e6-9856-9c29d5c51fde,knowledge,sector-specific,Filemaker (database management systems),"FileMaker Pro
FileMaker
FileMaker Go",,released,2022-07-05T14:33:44.716Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The computer program FileMaker is a tool for creating, updating and managing databases, developed by the software company FileMaker Inc.",0612,0.4506318
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b99c9b86-b16f-4592-8505-de3d9c99e25b,knowledge,occupation-specific,digital arts,"born-digital artworks
digital photography
pixel art",,released,2023-10-26T15:30:01.223Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The production of art through digital tools, software, computers or other electronic devices. It involves the use of various mediums for artistic expression such as digital photography or computer graphics as well as pixel art.",0211,0.48410913
